Reporting period,Organization,Organisation Type,Cluster,Main Activity,Implementing Partners,Type of Relief materials,Mode of delivery,Region,District,Pcode,Traditional_Authority,Village,Camp,Start_date,End_date,Status,Program Type,Total Beneficiaries,Total Male Beneficiaries,Total Female Beneficiaries,Beneficiary Type,Comment
30 Apr 2019,GOAL MALAWI,National/Local NGO,Food Security,Distribution of relief items,Goal Malawi,"Maize Flour, Cooking Oil, Cow Peas, Soya Pieces, Likuni Phala",in-kind,Southern Region,Nsanje,MW311,Malemia,NTHOLE CAMP,,30-Mar-19,30-Mar-19,Completed,Emergency Response,253,53,200,People in camp,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of relief items,Goal Malawi,"U-Fresh Soap, Lifebouy Soap",in-kind,Southern Region,Nsanje,MW311,Malemia,NTHOLE CAMP,,30-Mar-19,30-Mar-19,Completed,Emergency Response,253,53,200,People in camp,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Food Security,Distribution of relief items,Goal Malawi,Kitchen Salt,in-kind,Southern Region,Nsanje,MW311,Malemia,NTHOLE CAMP,,30-Mar-19,30-Mar-19,Completed,Emergency Response,253,53,200,People in camp,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),WASH,Goal Malawi,Water Guard,in-kind,Southern Region,Nsanje,MW311,Malemia,NTHOLE CAMP,,30-Mar-19,30-Mar-19,Completed,Emergency Response,253,53,200,People in camp,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),WASH,Goal Malawi,Latrine,in-kind,Southern Region,Nsanje,MW311,Malemia,NTHOLE,,3-Apr-19,3-Apr-19,Completed,Emergency Response,253,53,200,People in camp,
30 Apr 2019,Concern Worldwide,International NGO,Water Sanitation and Hygiene (WASH),Distribution of relief items,Concern world wide,"U-Fresh Soap, Butex Soap",in-kind,Southern Region,Nsanje,MW311,Malemia,NTHOLE,,8-Mar-19,8-Mar-19,Completed,Emergency Response,253,53,200,People in camp,
30 Apr 2019,DODMA,Government,FOOD SECURITY,Distribution of Relief items,DODMA,RICE,in-kind,Southern Region,Nsanje,MW311,TENGANI,Kachere,,26-Mar-19,4-Apr-19,Completed,Emergency Response,75,36,39,flood victim,
30 Apr 2019,TIMOTHEOS,National/Local NGO,FOOD SECURITY,Distribution of Relief items,TIMOTHEOS,"Soya pieces, Maize flour, tea, pigeon peas, Cooking oil",in-kind,Southern Region,Nsanje,MW311,TENGANI,Kachere,,9-Apr-19,9-Apr-19,Completed,Emergency Response,75,36,39,flood victim,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,TIMOTHEOS,"20 litre backets, plastic plates, cooking pots, washing and bathing soap, petroleum jelly (50gms), bathing towel",in-kind,Southern Region,Nsanje,MW311,TENGANI,Kachere,,9-Apr-19,9-Apr-19,Completed,Emergency Response,75,36,39,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Protection,Distribution of Relief items,TIMOTHEOS,candle,in-kind,Southern Region,Nsanje,MW311,TENGANI,Kachere,,9-Apr-19,9-Apr-19,Completed,Emergency Response,75,36,39,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Protection,Distribution of Relief items,TIMOTHEOS,matches,in-kind,Southern Region,Nsanje,MW311,TENGANI,Kachere,,9-Apr-19,9-Apr-19,Completed,Emergency Response,75,36,39,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,TIMOTHEOS,"Blankets,",in-kind,Southern Region,Nsanje,MW311,TENGANI,Kachere,,9-Apr-19,9-Apr-19,Completed,Emergency Response,75,36,39,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,TIMOTHEOS,plastic rolls 100 metre,in-kind,Southern Region,Nsanje,MW311,TENGANI,Kachere,,9-Apr-19,9-Apr-19,Completed,Emergency Response,75,36,39,People in camp,
30 Apr 2019,GOAL MALAWI,International NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,Goal Malawi,"backets, tooth paste, sanitary pads, under pants, comb brush, washing podwer, toothbrush",in-kind,Southern Region,Nsanje,MW311,TENGANI,Kachere,,9-Apr-19,9-Apr-19,Completed,Emergency Response,25,,25,People in camp,
30 Apr 2019,CARD,International NGO,Protection,Distribution of Relief items,CARD,cash,Cash,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Mar-19,3-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,CARD,International NGO,Shelter and Camp Management,Distribution of Relief items,CARD,tents,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Mar-19,3-Apr-19,Completed,Emergency Response,76,36,39,People in camp,
30 Apr 2019,DODMA,Government,Food Security,Distribution of Relief items,DODMA,Maize,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,27-Apr-19,27-Apr-19,Completed,Emergency Response,55,10,45,People in camp,
30 Apr 2019,CARE Malawi,International NGO,Food Security,Distribution,CARE MW,Maize,in-kind,Southern Region,NSANJE,MW311,TENGANI,kachere,,10-Apr-19,10-Apr-19,Completed,Emergency Response,73,,,People in camp,
30 Apr 2019,CARE Malawi,International NGO,Food Security,Distribution,CARE MW,cooking oil,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,10-Apr-19,10-Apr-19,Completed,Emergency Response,524,,,People in camp,
30 Apr 2019,CARE Malawi,International NGO,Water Sanitation and Hygiene (WASH),service,CARE MW,BOREHOLE Maintainance,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,11-Apr-19,11-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,DODMA,Government,Food Security,Distribution,DODMA,Rice,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,15-Mar-19,15-Mar-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,DODMA,Government,Food Security,Distribution,,Maize,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,19-Mar-19,19-Mar-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,DODMA,Government,Food Security,Distribution,,Rice,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,26-Mar-19,26-Mar-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Shelter and Camp Management,Distribution,TIMOTHEOS,Blankets,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,26-Mar-19,26-Mar-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution,TIMOTHEOS,20 ltrs backets,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution,TIMOTHEOS,bathing and washing soap,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution,TIMOTHEOS,plasitcs cups,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution,TIMOTHEOS,cooking pots,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution,TIMOTHEOS,plastic plates,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution,TIMOTHEOS,10 ltrs backets,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Protection,Distribution,TIMOTHEOS,Candle,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Protection,Distribution,TIMOTHEOS,matches,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution,TIMOTHEOS,tea leaves,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution,TIMOTHEOS,Maize,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution,TIMOTHEOS,table salt,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution,TIMOTHEOS,cooking oil,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution,TIMOTHEOS,Soya pieces,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution,TIMOTHEOS,pigeon peas,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,Concern Worldwide,International NGO,Water Sanitation and Hygiene (WASH),Diistribution,CONCERN WW,washing and bathing soap,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,5-Apr-19,5-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,GOAL MALAWI,International Government,Water Sanitation and Hygiene (WASH),Distribution,Goal Malawi,Backets,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,5-Apr-19,5-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,GOAL MALAWI,International Government,Water Sanitation and Hygiene (WASH),Distribution,Goal Malawi,bathing soap,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,5-Apr-19,5-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,GOAL MALAWI,International Government,Water Sanitation and Hygiene (WASH),Distribution,Goal Malawi,washing podwer,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,5-Apr-19,5-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,GOAL MALAWI,International Government,Water Sanitation and Hygiene (WASH),Distribution,Goal Malawi,tooth patse,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,5-Apr-19,5-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,GOAL MALAWI,International Government,Water Sanitation and Hygiene (WASH),Distribution,Goal Malawi,tooth brush,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,5-Apr-19,5-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,GOAL MALAWI,International Government,Water Sanitation and Hygiene (WASH),Distribution,Goal Malawi,under pants,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,5-Apr-19,5-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,GOAL MALAWI,International Government,Shelter and Camp Management,Distribution,Goal Malawi,textile,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,5-Apr-19,5-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,GOAL MALAWI,International Government,Shelter and Camp Management,Distribution,Goal Malawi,handbag,in-kind,Southern Region,NSANJE,MW311,TENGANI,Kachere,,5-Apr-19,5-Apr-19,Completed,Emergency Response,,,,People in camp,
30 Apr 2019,DoDMA,Government,Food Security,Distribution of items,Government,Rice,in-kind,Southern Region,Nsanje,MW311,Tengani,Nthawira,,26-Mar-19,26-Mar-19,Completed,Emergency Response,3450,1150,2300,People in camp,
30 Apr 2019,DoDMA,Government,Food Security,Distribution of items,Government,Rice,in-kind,Southern Region,Nsanje,MW311,Tengani,Nthawira,,31-Mar-19,31-Mar-19,Completed,Emergency Response,3450,1150,2300,People in camp,
30 Apr 2019,DoDMA,Government,Food Security,Distribution of items,Government,Maize,in-kind,Southern Region,Nsanje,MW311,Tengani,Nthawira,,2-Apr-19,2-Apr-19,Completed,Emergency Response,3450,1150,2300,People in camp,
30 Apr 2019,CARD,National/Local NGO,Multisector,Distribution of items,CARD,CASH,in-kind,Southern Region,Nsanje,MW311,Tengani,Nthawira,,3-Apr-19,3-Apr-19,Completed,Emergency Response,3450,1200,1870,People in camp,
30 Apr 2019,CONCERN UNIVERSAL,International NGO,Protection,Distribution of items,CONCERN UNIVERSAL,Soap(Butex and U-fresh),in-kind,Southern Region,Nsanje,MW311,Tengani,Nthawira,,1-Apr-19,1-Apr-19,Completed,Emergency Response,3450,1200,1870,People in camp,
30 Apr 2019,DoDMA,Government,Food Security,Distribution of items,DoDMA,Rice,in-kind,Southern Region,Nsanje,MW311,Tengani,Nyankwali,,23-Mar-19,23-Mar-19,Completed,Emergency Response,585,285,300,People in camp,
30 Apr 2019,DoDMA,Government,Food Security,Distribution of items,DoDMA,"RICE, Maize",in-kind,Southern Region,Nsanje,MW311,Tengani,Nyankwali,,26-Mar-19,26-Mar-19,Completed,Emergency Response,585,285,300,People in camp,
30 Apr 2019,DoDMA,Government,Food Security,Distribution of items,DoDMA,Maize,in-kind,Southern Region,Nsanje,MW311,Tengani,Nyankwali,,27-Mar-19,27-Mar-19,Completed,Emergency Response,585,285,300,People in camp,
30 Apr 2019,DoDMA,Government,Protection,Distribution of items,DoDMA,Mosquito Net,in-kind,Southern Region,Nsanje,MW311,Tengani,Nyankwali,,28-Mar-19,28-Mar-19,Completed,Emergency Response,585,30,50,People in camp,
30 Apr 2019,CARD,National/Local NGO,Multisector,Distribution of items,CARD,CASH,in-kind,Southern Region,Nsanje,MW311,Tengani,Nyankwali,,3-Apr-19,3-Apr-19,Completed,Emergency Response,585,35,60,People in camp,
30 Apr 2019,DHO,Government,Protection,Distribution of items,DHO,Mosquito Net,in-kind,Southern Region,Nsanje,MW311,Tengani,Nyankwali,,8-Apr-19,8-Apr-19,Completed,Emergency Response,585,60,70,People in camp,
30 Apr 2019,CARE Malawi,International NGO,Food Security,Distribution of items,CARE MALAWI,"Maize, peas, cooking Oil",in-kind,Southern Region,Nsanje,MW311,Tengani,Nyankwali,,30-Mar-19,30-Mar-19,Completed,Emergency Response,585,240,250,People in camp,
30 Apr 2019,DoDMA,Government,Food Security,Distribution of items,DoDMA,Rice,in-kind,Southern Region,Nsanje,MW311,Tengani,Phanga(Mkango),,16-Mar-19,16-Mar-19,Completed,Emergency Response,739,370,369,People in camp,
30 Apr 2019,DoDMA,Government,Food Security,Distribution of items,DoDMA,"Maize, Rice",in-kind,Southern Region,Nsanje,MW311,Tengani,Phanga(Mkango),,26-Mar-19,26-Mar-19,Completed,Emergency Response,739,370,369,People in camp,
30 Apr 2019,DoDMA,Government,Food Security,Distribution of items,DoDMA,Maize,in-kind,Southern Region,Nsanje,MW311,Tengani,Phanga(Mkango),,30-Mar-19,30-Mar-19,Completed,Emergency Response,739,370,369,People in camp,
30 Apr 2019,DoDMA,Government,Food Security,Distribution of items,DoDMA,Maize,in-kind,Southern Region,Nsanje,MW311,Tengani,Phanga(Mkango),,31-Mar-19,31-Mar-19,Completed,Emergency Response,739,370,369,People in camp,
30 Apr 2019,DoDMA,Government,Protection,Distribution of items,DoDMA,Mosquito Net,in-kind,Southern Region,Nsanje,MW311,Tengani,Phanga(Mkango),,31-Mar-19,31-Mar-19,Completed,Emergency Response,739,185,184,People in camp,
30 Apr 2019,DoDMA,Government,Multisector,Distribution of items,DoDMA,CASH,in-kind,Southern Region,Nsanje,MW311,Tengani,Phanga(Mkango),,3-Apr-19,3-Apr-19,Completed,Emergency Response,739,370,369,People in camp,
30 Apr 2019,Mrs.Kasaila,Individual,Multisector,Distribution of items,,"Soap, Soya beans, Flour, Salt, Sugar, Matches, Java, Clothes",in-kind,Southern Region,Nsanje,MW311,Tengani,Phanga(Mkango),,31-Mar-19,31-Mar-19,Completed,Emergency Response,739,85,70,People in camp,
30 Apr 2019,DODMA,Government,Food Security,Distribution of Relief items,DODMA,RICE,in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,15-Mar-19,15-Mar-19,Completed,Emergency Response,729,297,432,,
30 Apr 2019,DODMA,Government,Food Security,Distribution of Relief items,DODMA,"Maize, Rice, Soya pieces",in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,26-Mar-19,26-Mar-19,Completed,Emergency Response,729,297,432,,
30 Apr 2019,TENGANI HEALTHY CENTRE,Government,Shelter and Camp Management,Distribution of Relief items,TENGANI HEALTHY CENTRE,Mosquito Nets,in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,26-Mar-19,26-Mar-19,Completed,Emergency Response,729,297,432,,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,Sun plants,in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,24-Mar-19,,Completed,Emergency Response,729,297,432,,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,Taurplins,in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,24-Mar-19,24-Mar-19,Completed,Emergency Response,729,297,432,,5 for the cump &55 for the elderly
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,Plastic Sheet,in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,24-Mar-19,24-Mar-19,Completed,Emergency Response,729,297,432,,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,Backets,in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,24-Mar-19,24-Mar-19,Completed,Emergency Response,729,297,432,,5 for the camp and 45 for the community
30 Apr 2019,GOAL MALAWI,National/Local NGO,Food Security,Distribution of Relief items,GOAL MALAWI,"White flour, Soya pieces",in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,24-Mar-19,24-Mar-19,Completed,Emergency Response,729,297,432,,items listed from row number 14 to 21 were being given as food pack kit
30 Apr 2019,GOAL MALAWI,National/Local NGO,Food Security,Distribution of Relief items,GOAL MALAWI,"Salt, Beans, Cooking oil",in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,25-Mar-19,25-Mar-19,Completed,Emergency Response,729,297,432,,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,GOAL MALAWI,"Bathing Soap, Washing Soap, Water Guard",in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,25-Mar-19,25-Mar-19,Completed,Emergency Response,729,297,432,,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,"plie wood, timber",in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,25-Mar-19,25-Mar-19,Completed,Emergency Response,729,297,432,,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,"iron sheets, roofing nails, plastic sheets",in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,10-Mar-19,10-Mar-19,Completed,Emergency Response,729,297,432,,
30 Apr 2019,Concern Worldwide,International NGO,Shelter and Camp Management,Distribution of Relief items,CONCERN,"backets; blankets, Mosquito nets, Bathing Soap, washing soap, plastic roll, plastic cups, empty bag, plastic cups, solar torch",in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,31-Mar-19,31-Mar-19,Completed,Emergency Response,100,30,70,"eldery , disabled, PLW",
30 Apr 2019,Concern Worldwide,International NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,CONCERN,"sanitory pads, bathing soap, washing soap",in-kind,Southern Region,Nsanje,MW311,Tengani,Mtolongo,,31-Mar-19,31-Mar-19,Completed,Emergency Response,188,,,,
30 Apr 2019,CARD,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,CARD,TENTS,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,27-Mar-19,27-Mar-19,Completed,Emergency Response,1800,,,,
30 Apr 2019,CARD,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,CARD,Money cash transfer,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,27-Mar-19,27-Mar-19,Completed,Emergency Response,1800,,,,
30 Apr 2019,WFP,International NGO,Shelter and Camp Management,Distribution of Relief items,WFP,Maize,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,15-Mar-19,15-Mar-19,Completed,Emergency Response,180,,,PLW and Elderly,
30 Apr 2019,DODMA,Government,Food Security,Distribution of Relief items,DODMA,"RICE, Maize",in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,26-Mar-19,26-Mar-19,Completed,Emergency Response,1800,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution of Relief items,TIMOTEO FOUNDATION,BEANS,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,26-Mar-19,26-Mar-19,Completed,Emergency Response,,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution of Relief items,TIMOTEO FOUNDATION,TABLE SALT,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,26-Mar-19,26-Mar-19,Completed,Emergency Response,,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution of Relief items,TIMOTEO FOUNDATION,Cooking Oil,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,24-Mar-19,24-Mar-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,TIMOTEO FOUNDATION,"Candle, Bucket, bathing soap, washing soap, Matches, blankets, Plastic sheet",in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,24-Mar-19,24-Mar-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution of Relief items,TIMOTEO FOUNDATION,tea leaves,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,24-Mar-19,24-Mar-19,Completed,Emergency Response,,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution of Relief items,TIMOTEO FOUNDATION,BEANS,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution of Relief items,TIMOTEO FOUNDATION,TABLE SALT,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution of Relief items,TIMOTEO FOUNDATION,Cooking Oil,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,TIMOTEO FOUNDATION,Candle,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,TIMOTEO FOUNDATION,Bucket,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Food Security,Distribution of Relief items,TIMOTEO FOUNDATION,tea leaves,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,TIMOTEO FOUNDATION,bathing soap,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,TIMOTEO FOUNDATION,washing soap,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,TIMOTHEOS,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,TIMOTEO FOUNDATION,Matches,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,1170,,,,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,GOAL MALAWI,Backets,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,55,,,Elderly,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,plastic cups,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,55,,,Elderly,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,plates,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,55,,,Elderly,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,mosquito nets,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,43,,,Elderly,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,Taurplin,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,1620,,,,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Food Security,Distribution of Relief items,GOAL MALAWI,Maize flour,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,108,,,"PLW,ELDERLY, DISABLED",
30 Apr 2019,GOAL MALAWI,National/Local NGO,Food Security,Distribution of Relief items,GOAL MALAWI,beans,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,108,,,"PLW,ELDERLY, DISABLED",
30 Apr 2019,GOAL MALAWI,National/Local NGO,Food Security,Distribution of Relief items,GOAL MALAWI,soya (likuni phala),in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,108,,,"PLW,ELDERLY, DISABLED",
